1139, 1333, 8, goto
1138, 1297, 8, goto
1158, 1295, 8, goto
1210, 1301, 8, goto
1259, 1301, 8, goto
1265, 1333, 8, goto
1284, 1320, 8, goto
1281, 1355, 8, goto
1287, 1389, 8, goto
1262, 1385, 8, goto
1286, 1372, 8, goto
1263, 1354, 8, goto
1283, 1318, 8, goto
1255, 1300, 8, goto
1195, 1299, 8, goto
1153, 1297, 8, goto
1130, 1300, 8, goto
